date,visiting,home,visScore,homeScore,visHR,homeHR
20100404,NYA,BOS,7,9,2,1
20100405,MIN,ANA,3,6,1,3
20100405,CLE,CHA,0,6,0,2
20100405,DET,KCA,8,4,0,1
20100405,SEA,OAK,5,3,1,0
20100405,TOR,TEX,4,5,2,1
20100405,SDN,ARI,3,6,2,2
20100405,CHN,ATL,5,16,2,2
20100405,SLN,CIN,11,6,4,2
20100405,SFN,HOU,5,2,1,0
20100405,COL,MIL,5,3,1,1
20100405,FLO,NYN,1,7,0,1
20100405,LAN,PIT,5,11,0,3
20100405,PHI,WAS,11,1,2,0
20100406,MIN,ANA,5,3,3,1
20100406,NYA,BOS,6,4,1,1
20100406,SEA,OAK,1,2,0,1
20100406,BAL,TBA,3,4,3,1
20100406,SDN,ARI,6,3,2,0
20100406,SFN,HOU,3,0,0,0
20100406,COL,MIL,5,7,1,2
20100407,MIN,ANA,4,2,2,0
20100407,NYA,BOS,3,1,1,0
20100407,CLE,CHA,5,3,0,1
20100407,DET,KCA,2,3,1,1
20100407,SEA,OAK,5,6,1,1
20100407,BAL,TBA,3,4,0,1
20100407,TOR,TEX,7,4,3,2
20100407,SDN,ARI,3,5,1,4
20100407,CHN,ATL,2,3,0,1
20100407,SLN,CIN,6,3,0,1
20100407,SFN,HOU,10,4,2,0
20100407,COL,MIL,4,5,1,0
20100407,FLO,NYN,7,6,3,0
20100407,LAN,PIT,3,4,1,1
20100407,PHI,WAS,8,4,1,1
20100408,MIN,ANA,10,1,3,0
20100408,CLE,CHA,5,3,0,1
20100408,DET,KCA,7,3,2,0
20100408,SEA,OAK,2,6,0,0
20100408,BAL,TBA,5,4,1,0
20100408,TOR,TEX,3,1,1,0
20100408,CHN,ATL,2,0,2,0
20100408,SLN,CIN,1,2,1,1
20100408,FLO,NYN,3,1,0,0
20100408,LAN,PIT,10,2,1,0
20100408,PHI,WAS,5,6,0,1
20100409,OAK,ANA,10,4,1,2
20100409,TOR,BAL,7,6,1,1
20100409,MIN,CHA,4,3,0,0
20100409,CLE,DET,2,5,1,0
20100409,BOS,KCA,3,4,1,2
20100409,NYA,TBA,3,9,0,2
20100409,SEA,TEX,2,6,1,1
20100409,PIT,ARI,1,9,0,1
20100409,CHN,CIN,4,5,1,1
20100409,SDN,COL,0,7,0,1
20100409,LAN,FLO,7,3,0,0
20100409,PHI,HOU,8,0,1,0
20100409,SLN,MIL,5,4,2,0
20100409,WAS,NYN,2,8,0,4
20100409,ATL,SFN,4,5,0,1
20100410,OAK,ANA,3,4,1,0
20100410,TOR,BAL,3,0,0,0
20100410,MIN,CHA,2,1,1,0
20100410,CLE,DET,2,4,0,1
20100410,BOS,KCA,8,3,5,0
20100410,NYA,TBA,10,0,1,0
20100410,SEA,TEX,4,3,0,1
20100410,PIT,ARI,6,3,2,1
20100410,CHN,CIN,4,3,3,1
20100410,SDN,COL,5,4,0,3
20100410,LAN,FLO,6,7,1,1
20100410,PHI,HOU,9,6,2,2
20100410,SLN,MIL,7,1,2,0
20100410,WAS,NYN,4,3,0,0
20100410,ATL,SFN,7,2,1,0
20100411,OAK,ANA,9,4,1,2
20100411,TOR,BAL,5,2,4,0
20100411,MIN,CHA,4,5,0,3
20100411,CLE,DET,8,9,3,0
20100411,BOS,KCA,8,6,1,2
20100411,NYA,TBA,7,3,2,0
20100411,SEA,TEX,2,9,0,1
20100411,PIT,ARI,6,15,2,4
20100411,CHN,CIN,1,3,0,0
20100411,SDN,COL,2,4,0,1
20100411,LAN,FLO,5,6,0,1
20100411,PHI,HOU,2,1,1,0
20100411,SLN,MIL,7,8,3,4
20100411,WAS,NYN,5,2,1,1
20100411,ATL,SFN,3,6,2,1
20100412,TBA,BAL,5,1,2,1
20100412,TEX,CLE,4,2,1,1
20100412,KCA,DET,10,5,1,1
20100412,BOS,MIN,2,5,0,1
20100412,OAK,SEA,4,0,1,0
20100412,CHA,TOR,8,7,3,2
20100412,MIL,CHN,5,9,1,3
20100412,CIN,FLO,6,5,3,0
20100412,WAS,PHI,4,7,1,1
20100412,ATL,SDN,2,17,0,2
20100412,PIT,SFN,3,9,0,1
20100412,HOU,SLN,0,5,0,1
20100413,TBA,BAL,8,6,1,3
20100413,KCA,DET,5,6,2,0
20100413,ANA,NYA,5,7,2,2
20100413,OAK,SEA,0,3,0,1
20100413,CHA,TOR,2,4,1,0
20100413,NYN,COL,3,11,1,1
20100413,CIN,FLO,10,8,2,1
20100413,ARI,LAN,5,9,1,4
20100413,PIT,SFN,6,5,2,1
20100414,TBA,BAL,9,1,3,1
20100414,TEX,CLE,6,2,1,0
20100414,KCA,DET,7,3,1,1
20100414,BOS,MIN,6,3,1,1
20100414,ANA,NYA,5,3,0,0
20100414,OAK,SEA,2,4,1,0
20100414,CHA,TOR,11,1,2,0
20100414,MIL,CHN,6,7,0,1
20100414,NYN,COL,5,6,2,2
20100414,CIN,FLO,3,5,1,2
20100414,ARI,LAN,9,7,2,1
20100414,WAS,PHI,7,14,0,3
20100414,ATL,SDN,6,1,1,0
20100414,PIT,SFN,0,6,0,3
20100414,HOU,SLN,1,2,0,0
20100415,TEX,CLE,2,3,1,1
20100415,BOS,MIN,0,8,0,1
20100415,ANA,NYA,2,6,1,3
20100415,BAL,OAK,2,6,0,0
20100415,CHA,TOR,3,7,2,1
20100415,MIL,CHN,8,6,2,3
20100415,NYN,COL,5,0,0,0
20100415,CIN,FLO,2,10,0,1
20100415,ARI,LAN,5,6,1,1
20100415,WAS,PHI,7,5,2,2
20100415,ATL,SDN,6,2,1,1
20100415,HOU,SLN,5,1,0,0
20100416,TBA,BOS,3,1,1,1
20100416,CHA,CLE,2,6,1,1
20100416,KCA,MIN,3,10,1,0
20100416,TEX,NYA,1,5,0,0
20100416,BAL,OAK,2,4,1,0
20100416,DET,SEA,3,11,0,0
20100416,ANA,TOR,7,5,1,3
20100416,COL,ATL,5,9,1,1
20100416,HOU,CHN,2,7,0,1
20100416,SFN,LAN,8,10,2,3
20100416,FLO,PHI,6,8,1,2
20100416,CIN,PIT,3,4,0,0
20100416,ARI,SDN,3,6,0,1
20100416,NYN,SLN,3,4,0,1
20100416,MIL,WAS,3,5,1,1
20100417,TBA,BOS,6,5,1,3
20100417,CHA,CLE,2,3,0,1
20100417,KCA,MIN,5,6,2,2
20100417,TEX,NYA,3,7,1,2
20100417,BAL,OAK,3,4,0,0
20100417,DET,SEA,2,4,1,0
20100417,ANA,TOR,6,3,2,0
20100417,COL,ATL,4,0,0,0
20100417,HOU,CHN,4,3,1,0
20100417,SFN,LAN,9,0,0,0
20100417,FLO,PHI,5,1,1,1
20100417,CIN,PIT,4,5,0,1
20100417,ARI,SDN,0,5,0,1
20100417,NYN,SLN,2,1,0,0
20100417,MIL,WAS,0,8,0,1
20100418,TBA,BOS,7,1,2,0
20100418,CHA,CLE,4,7,0,1
20100418,KCA,MIN,10,5,2,0
20100418,TEX,NYA,2,5,0,2
20100418,BAL,OAK,8,3,1,0
20100418,DET,SEA,4,2,1,1
20100418,ANA,TOR,3,1,0,1
20100418,COL,ATL,3,4,2,0
20100418,HOU,CHN,3,2,0,0
20100418,SFN,LAN,1,2,1,1
20100418,FLO,PHI,2,0,1,0
20100418,CIN,PIT,3,5,2,0
20100418,ARI,SDN,3,5,1,1
20100418,NYN,SLN,3,5,0,2
20100418,MIL,WAS,11,7,1,0
20100419,DET,ANA,0,2,0,0
20100419,TBA,BOS,8,2,1,1
20100419,BAL,SEA,2,8,1,1
20100419,KCA,TOR,1,8,0,3
20100419,SLN,ARI,4,2,1,0
20100419,CHN,NYN,1,6,0,1
20100419,SFN,SDN,2,3,1,1
20100419,COL,WAS,2,5,0,1
20100420,DET,ANA,5,6,0,0
20100420,TEX,BOS,6,7,0,2
20100420,TBA,CHA,1,4,1,2
20100420,CLE,MIN,1,5,1,0
20100420,NYA,OAK,7,3,1,2
20100420,BAL,SEA,1,3,0,0
20100420,KCA,TOR,3,4,0,1
20100420,SLN,ARI,7,9,3,1
20100420,PHI,ATL,3,4,0,3
20100420,LAN,CIN,9,11,1,2
20100420,FLO,HOU,5,7,1,1
20100420,CHN,NYN,0,4,0,1
20100420,MIL,PIT,8,1,1,0
20100420,SFN,SDN,0,1,0,0
20100420,COL,WAS,10,4,2,1
20100421,DET,ANA,4,3,2,1
20100421,TEX,BOS,7,8,1,3
20100421,TBA,CHA,12,0,1,0
20100421,CLE,MIN,0,6,0,1
20100421,NYA,OAK,3,1,0,0
20100421,BAL,SEA,1,4,0,0
20100421,KCA,TOR,4,3,2,1
20100421,SLN,ARI,9,4,3,0
20100421,PHI,ATL,2,0,0,0
20100421,LAN,CIN,14,6,2,2
20100421,FLO,HOU,4,5,0,1
20100421,CHN,NYN,9,3,1,1
20100421,MIL,PIT,8,0,3,0
20100421,SFN,SDN,2,5,1,2
20100421,COL,WAS,4,6,1,0
20100422,DET,ANA,5,4,0,1
20100422,TEX,BOS,3,0,0,0
20100422,TBA,CHA,10,2,0,1
20100422,CLE,MIN,8,1,1,0
20100422,NYA,OAK,2,4,2,1
20100422,PHI,ATL,8,3,0,0
20100422,LAN,CIN,5,8,2,1
20100422,FLO,HOU,5,1,0,0
20100422,CHN,NYN,2,5,0,0
20100422,MIL,PIT,20,0,4,0
20100422,COL,WAS,2,0,2,0
20100423,NYA,ANA,4,6,1,1
20100423,BAL,BOS,3,4,1,1
20100423,SEA,CHA,6,7,1,4
20100423,MIN,KCA,8,3,2,1
20100423,CLE,OAK,0,10,0,1
20100423,TOR,TBA,6,5,1,2
20100423,DET,TEX,4,5,0,1
20100423,PHI,ARI,4,7,0,5
20100423,SDN,CIN,10,4,2,0
20100423,PIT,HOU,3,4,2,0
20100423,CHN,MIL,8,1,2,0
20100423,ATL,NYN,2,5,0,1
20100423,SLN,SFN,1,4,0,0
20100423,LAN,WAS,1,5,0,2
20100424,NYA,ANA,7,1,0,0
20100424,BAL,BOS,6,7,2,3
20100424,SEA,CHA,4,5,1,2
20100424,MIN,KCA,9,7,1,0
20100424,CLE,OAK,6,1,0,0
20100424,TOR,TBA,3,9,2,1
20100424,DET,TEX,8,4,0,0
20100424,PHI,ARI,3,2,3,1
20100424,SDN,CIN,5,0,2,0
20100424,FLO,COL,4,1,2,0
20100424,FLO,COL,1,8,0,1
20100424,PIT,HOU,2,5,1,1
20100424,CHN,MIL,5,1,0,0
20100424,ATL,NYN,1,3,0,0
20100424,SLN,SFN,0,2,0,0
20100424,LAN,WAS,4,3,2,0
20100425,NYA,ANA,4,8,2,2
20100425,BAL,BOS,7,6,1,0
20100425,SEA,CHA,2,3,1,1
20100425,MIN,KCA,3,4,1,1
20100425,CLE,OAK,0,11,0,1
20100425,TOR,TBA,0,6,0,0
20100425,DET,TEX,4,8,1,1
20100425,PHI,ARI,6,8,1,2
20100425,SDN,CIN,4,5,1,1
20100425,FLO,COL,4,8,0,3
20100425,PIT,HOU,3,10,0,1
20100425,CHN,MIL,12,2,4,0
20100425,ATL,NYN,0,1,0,0
20100425,SLN,SFN,2,0,1,0
20100425,LAN,WAS,0,1,0,0
20100426,CLE,ANA,2,5,1,2
20100426,SEA,KCA,1,3,0,1
20100426,DET,TEX,8,6,3,1
20100426,BOS,TOR,13,12,0,2
20100426,WAS,CHN,3,4,0,0
20100426,ARI,COL,5,3,1,1
20100426,SDN,FLO,1,10,0,2
20100426,PIT,MIL,3,17,0,2
20100426,PHI,SFN,1,5,0,1
20100426,ATL,SLN,3,4,0,1
20100427,CLE,ANA,9,2,1,1
20100427,NYA,BAL,4,5,1,0
20100427,MIN,DET,2,0,0,0
20100427,SEA,KCA,3,2,0,0
20100427,OAK,TBA,6,8,1,2
20100427,CHA,TEX,2,4,0,1
20100427,BOS,TOR,2,1,0,0
20100427,WAS,CHN,3,1,0,0
20100427,ARI,COL,1,12,0,0
20100427,SDN,FLO,4,1,0,0
20100427,CIN,HOU,6,2,0,0
20100427,PIT,MIL,7,3,3,2
20100427,LAN,NYN,0,4,0,1
20100427,LAN,NYN,5,10,0,0
20100427,PHI,SFN,2,6,0,2
20100427,ATL,SLN,4,5,0,1
20100428,CLE,ANA,3,4,0,1
20100428,NYA,BAL,8,3,1,1
20100428,MIN,DET,6,11,2,1
20100428,SEA,KCA,6,5,0,1
20100428,OAK,TBA,3,10,2,2
20100428,CHA,TEX,5,6,1,1
20100428,BOS,TOR,2,0,0,0
20100428,WAS,CHN,3,2,2,0
20100428,ARI,COL,12,11,2,2
20100428,SDN,FLO,6,4,1,1
20100428,CIN,HOU,6,4,0,1
20100428,PIT,MIL,6,5,4,2
20100428,LAN,NYN,3,7,1,0
20100428,PHI,SFN,7,6,1,0
20100428,ATL,SLN,0,6,0,0
20100429,NYA,BAL,4,0,2,0
20100429,MIN,DET,0,3,0,0
20100429,KCA,TBA,1,11,1,0
20100429,CHA,TEX,7,5,2,1
20100429,OAK,TOR,3,6,0,4
20100429,ARI,CHN,13,5,4,1
20100429,CIN,HOU,4,2,2,1
20100429,PIT,LAN,2,0,0,0
20100429,MIL,SDN,0,9,0,0
20100429,ATL,SLN,4,10,1,2
20100430,BOS,BAL,4,5,3,1
20100430,MIN,CLE,9,3,1,0
20100430,ANA,DET,6,10,1,3
20100430,CHA,NYA,4,6,1,1
20100430,TEX,SEA,2,0,0,0
20100430,KCA,TBA,3,2,0,1
20100430,OAK,TOR,2,10,0,3
20100430,HOU,ATL,2,4,0,2
20100430,ARI,CHN,5,11,1,4
20100430,WAS,FLO,7,1,2,0
20100430,PIT,LAN,2,6,0,2
20100430,NYN,PHI,9,1,4,0
20100430,MIL,SDN,0,3,0,1
20100430,COL,SFN,2,5,0,0
20100430,CIN,SLN,3,2,0,0
20100501,BOS,BAL,9,12,4,5
20100501,MIN,CLE,4,5,2,1
20100501,ANA,DET,2,3,0,1
20100501,CHA,NYA,7,6,3,1
20100501,TEX,SEA,6,3,1,0
20100501,KCA,TBA,4,2,0,0
20100501,OAK,TOR,4,3,1,0
20100501,HOU,ATL,1,10,0,1
20100501,ARI,CHN,5,7,3,1
20100501,WAS,FLO,1,7,0,2
20100501,PIT,LAN,1,5,1,1
20100501,NYN,PHI,0,10,0,1
20100501,MIL,SDN,2,1,2,0
20100501,COL,SFN,1,6,0,3
20100501,CIN,SLN,3,6,0,1
20100502,BOS,BAL,2,3,2,0
20100502,MIN,CLE,8,3,3,0
20100502,ANA,DET,1,5,0,0
20100502,CHA,NYA,3,12,1,3
20100502,TEX,SEA,3,1,0,0
20100502,KCA,TBA,0,1,0,1
20100502,OAK,TOR,3,9,0,3
20100502,HOU,ATL,1,7,0,0
20100502,ARI,CHN,5,10,1,3
20100502,WAS,FLO,3,9,0,2
20100502,PIT,LAN,3,9,0,2
20100502,NYN,PHI,5,11,2,4
20100502,MIL,SDN,0,8,0,2
20100502,COL,SFN,4,1,0,1
20100502,CIN,SLN,0,6,0,1
20100503,ANA,BOS,8,17,0,4
20100503,KCA,CHA,1,5,1,1
20100503,TOR,CLE,5,1,3,0
20100503,DET,MIN,4,10,0,1
20100503,BAL,NYA,1,4,1,1
20100503,TEX,OAK,4,2,1,1
20100503,NYN,CIN,2,3,0,2
20100503,ARI,HOU,9,1,1,0
20100503,SLN,PHI,6,3,1,2
20100503,COL,SDN,5,2,0,0
20100504,ANA,BOS,1,5,0,0
20100504,KCA,CHA,7,2,2,1
20100504,TOR,CLE,8,5,1,0
20100504,DET,MIN,3,4,1,0
20100504,BAL,NYA,1,4,0,0
20100504,TEX,OAK,6,7,1,1
20100504,TBA,SEA,5,2,1,0
20100504,NYN,CIN,5,4,2,3
20100504,SFN,FLO,9,6,1,2
20100504,ARI,HOU,1,0,1,0
20100504,MIL,LAN,11,6,2,1
20100504,SLN,PHI,1,2,0,1
20100504,CHN,PIT,2,3,2,2
20100504,COL,SDN,2,3,0,0
20100504,ATL,WAS,3,6,1,3
20100505,ANA,BOS,1,3,1,2
20100505,KCA,CHA,2,9,0,2
20100505,TOR,CLE,5,4,1,1
20100505,DET,MIN,4,5,4,0
20100505,BAL,NYA,5,7,3,2
20100505,TEX,OAK,1,4,0,1
20100505,TBA,SEA,8,3,0,1
20100505,NYN,CIN,4,5,1,3
20100505,SFN,FLO,3,2,1,0
20100505,ARI,HOU,2,4,0,2
20100505,MIL,LAN,11,3,0,0
20100505,SLN,PHI,0,4,0,2
20100505,CHN,PIT,2,4,0,1
20100505,COL,SDN,6,5,1,0
20100505,ATL,WAS,7,6,1,1
20100506,ANA,BOS,6,11,1,1
20100506,TOR,CHA,2,0,0,0
20100506,BAL,MIN,2,0,1,0
20100506,TBA,SEA,8,0,1,0
20100506,KCA,TEX,12,13,3,4
20100506,SFN,FLO,6,3,1,0
20100506,ARI,HOU,6,3,1,0
20100506,MIL,LAN,3,7,0,1
20100506,SLN,PHI,2,7,0,2
20100506,CHN,PIT,1,11,0,0
20100506,ATL,WAS,2,3,0,2
20100507,NYA,BOS,10,3,1,0
20100507,TOR,CHA,7,4,3,3
20100507,TBA,OAK,4,1,0,0
20100507,ANA,SEA,8,0,3,0
20100507,KCA,TEX,1,4,0,1
20100507,MIL,ARI,3,2,2,1
20100507,CHN,CIN,14,7,3,1
20100507,SDN,HOU,7,0,3,0
20100507,COL,LAN,5,6,0,0
20100507,SFN,NYN,4,6,1,4
20100507,ATL,PHI,0,7,0,1
20100507,SLN,PIT,4,3,0,0
20100507,FLO,WAS,4,2,1,1
20100508,NYA,BOS,14,3,3,2
20100508,TOR,CHA,3,7,2,1
20100508,DET,CLE,6,4,0,0
20100508,BAL,MIN,7,3,0,2
20100508,BAL,MIN,1,6,1,0
20100508,TBA,OAK,2,4,0,0
20100508,ANA,SEA,4,3,1,0
20100508,KCA,TEX,2,3,1,0
20100508,MIL,ARI,17,3,2,1
20100508,CHN,CIN,2,14,0,2
20100508,SDN,HOU,2,1,0,0
20100508,COL,LAN,8,0,1,0
20100508,SFN,NYN,4,5,0,1
20100508,ATL,PHI,4,1,0,0
20100508,SLN,PIT,0,2,0,0
20100508,FLO,WAS,4,5,1,2
20100509,NYA,BOS,3,9,2,1
20100509,TOR,CHA,9,7,2,1
20100509,DET,CLE,4,7,0,0
20100509,BAL,MIN,0,6,0,0
20100509,TBA,OAK,0,4,0,0
20100509,ANA,SEA,1,8,0,2
20100509,KCA,TEX,4,6,1,0
20100509,MIL,ARI,6,1,3,0
20100509,CHN,CIN,3,5,1,1
20100509,SDN,HOU,3,4,0,2
20100509,COL,LAN,0,2,0,1
20100509,SFN,NYN,6,5,1,0
20100509,ATL,PHI,3,5,0,3
20100509,SLN,PIT,11,4,0,0
20100509,FLO,WAS,2,3,1,1
20100510,TBA,ANA,4,5,1,2
20100510,TOR,BOS,6,7,1,0
20100510,NYA,DET,4,5,1,1
20100510,LAN,ARI,7,3,1,1
20100510,FLO,CHN,4,2,1,0
20100510,PHI,COL,9,5,2,0
20100510,ATL,MIL,8,2,2,1
20100510,WAS,NYN,3,2,2,1
20100510,CIN,PIT,2,1,0,1
20100511,TBA,ANA,7,2,1,0
20100511,SEA,BAL,5,1,1,0
20100511,TOR,BOS,1,6,0,1
20100511,CLE,KCA,8,2,2,0
20100511,CHA,MIN,5,2,0,1
20100511,OAK,TEX,7,6,2,2
20100511,LAN,ARI,13,3,1,0
20100511,FLO,CHN,3,2,2,0
20100511,ATL,MIL,11,3,2,0
20100511,WAS,NYN,6,8,1,0
20100511,CIN,PIT,9,0,1,0
20100511,SDN,SFN,3,2,0,0
20100511,HOU,SLN,6,3,2,0
20100512,TBA,ANA,4,3,0,0
20100512,SEA,BAL,2,5,0,1
20100512,TOR,BOS,3,2,1,0
20100512,NYA,DET,0,2,0,0
20100512,NYA,DET,8,0,0,0
20100512,CLE,KCA,4,0,1,0
20100512,CHA,MIN,2,3,0,0
20100512,OAK,TEX,1,10,1,5
20100512,LAN,ARI,6,3,1,0
20100512,FLO,CHN,3,4,0,0
20100512,PHI,COL,3,4,0,1
20100512,ATL,MIL,9,2,1,0
20100512,WAS,NYN,6,4,2,0
20100512,CIN,PIT,5,0,2,0
20100512,SDN,SFN,5,2,0,0
20100512,HOU,SLN,9,6,1,0
20100513,SEA,BAL,5,6,3,2
20100513,NYA,DET,0,6,0,2
20100513,CLE,KCA,4,6,0,1
20100513,OAK,TEX,1,2,0,0
20100513,WAS,COL,14,6,2,1
20100513,NYN,FLO,1,2,0,0
20100513,SDN,SFN,1,0,0,0
20100513,HOU,SLN,4,1,1,0
20100514,OAK,ANA,0,4,0,1
20100514,CLE,BAL,1,8,0,0
20100514,BOS,DET,7,2,4,0
20100514,CHA,KCA,1,6,0,1
20100514,MIN,NYA,4,8,1,2
20100514,SEA,TBA,4,3,3,1
20100514,TEX,TOR,10,16,1,5
20100514,ARI,ATL,5,6,0,2
20100514,PIT,CHN,10,6,2,1
20100514,SLN,CIN,4,3,2,1
20100514,NYN,FLO,2,7,0,4
20100514,PHI,MIL,9,5,3,3
20100514,LAN,SDN,4,3,1,1
20100514,HOU,SFN,2,8,1,0
20100515,OAK,ANA,3,12,1,2
20100515,CLE,BAL,8,2,2,2
20100515,BOS,DET,6,7,1,1
20100515,CHA,KCA,5,4,0,1
20100515,MIN,NYA,1,7,0,2
20100515,SEA,TBA,2,3,1,1
20100515,TEX,TOR,0,6,0,2
20100515,ARI,ATL,11,1,3,0
20100515,PIT,CHN,4,3,1,0
20100515,SLN,CIN,3,4,1,1
20100515,WAS,COL,2,6,1,2
20100515,WAS,COL,3,4,1,2
20100515,NYN,FLO,5,7,1,0
20100515,PHI,MIL,10,6,1,3
20100515,LAN,SDN,4,1,1,0
20100515,HOU,SFN,1,2,0,1
20100516,OAK,ANA,0,4,0,1
20100516,CLE,BAL,5,1,2,1
20100516,BOS,DET,1,5,0,1
20100516,CHA,KCA,3,5,1,0
20100516,MIN,NYA,6,3,2,0
20100516,SEA,TBA,1,2,0,0
20100516,TEX,TOR,2,5,0,1
20100516,ARI,ATL,1,13,0,4
20100516,PIT,CHN,3,4,0,0
20100516,SLN,CIN,2,7,1,1
20100516,WAS,COL,1,2,0,0
20100516,NYN,FLO,8,10,0,2
20100516,PHI,MIL,4,2,0,2
20100516,LAN,SDN,1,0,0,0
20100516,HOU,SFN,3,4,1,2
20100517,KCA,BAL,4,3,0,0
20100517,BOS,NYA,9,11,5,2
20100517,SEA,OAK,4,8,1,2
20100517,CLE,TBA,3,4,0,0
20100517,ANA,TEX,3,4,2,0
20100517,MIN,TOR,8,3,3,1
20100517,NYN,ATL,3,2,0,1
20100517,COL,CHN,2,4,0,1
20100517,MIL,CIN,3,6,2,1
20100517,ARI,FLO,5,1,0,0
20100517,HOU,LAN,2,6,0,0
20100517,PIT,PHI,2,12,1,2
20100517,SFN,SDN,1,3,0,1
20100517,WAS,SLN,2,6,0,0
20100518,KCA,BAL,3,4,0,3
20100518,CHA,DET,6,2,0,1
20100518,BOS,NYA,7,6,1,1
20100518,SEA,OAK,5,6,1,0
20100518,CLE,TBA,2,6,0,0
20100518,ANA,TEX,7,8,2,3
20100518,MIN,TOR,2,11,0,4
20100518,NYN,ATL,2,3,2,1
20100518,COL,CHN,2,6,1,0
20100518,MIL,CIN,4,5,1,2
20100518,ARI,FLO,0,8,0,2
20100518,HOU,LAN,3,7,1,1
20100518,PIT,PHI,2,1,0,0
20100518,SFN,SDN,7,6,1,0
20100518,WAS,SLN,2,3,1,2
20100519,MIN,BOS,2,3,0,1
20100519,ANA,CHA,3,2,1,1
20100519,KCA,CLE,8,4,0,0
20100519,TBA,NYA,10,6,1,1
20100519,DET,OAK,5,1,1,0
20100519,TOR,SEA,3,2,0,0
20100519,BAL,TEX,3,4,0,1
20100519,SFN,ARI,1,13,0,6
20100519,CIN,ATL,4,5,1,1
20100519,COL,HOU,3,7,1,1
20100519,SDN,LAN,10,5,2,1
20100519,CHN,PHI,4,1,0,0
20100519,MIL,PIT,4,6,1,0
20100519,FLO,SLN,5,1,2,0
20100519,NYN,WAS,3,5,2,0
